dev_loginname	proj_unixname	is_admin	position
ssenthil416	ldap-pp	1	Developer
nmusatti	bcbboost	1	No specific role
yozara	bcbboost	0	Developer
jeffrafter	saxdotnet	1	No specific role
kwaclaw	saxdotnet	1	Project Manager
bcb_freak	bcbdirectx	1	No specific role
bcbwebman	bcbdirectx	0	No specific role
turbo	bcbdirectx	0	No specific role
jeffrafter	saxforpascal	1	No specific role
kbwood	saxforpascal	1	Project Manager
kwaclaw	saxforpascal	1	Project Manager
xgenerator_prj	xgenerator2	1	No specific role
zantvoort	jargo	1	No specific role
andru	papyrusreport	1	No specific role
jcayzac	xgl	1	Project Manager
randolpho	zproject	1	No specific role
kiklop74	bccsdk	1	Developer
issac	db-objects	1	No specific role
drakan	fedlibrary	1	Project Manager
bhafer	jargx	1	No specific role
activesphere	phpas	1	Project Manager
ebolwidt	saxpath	0	No specific role
iter	saxpath	0	Developer
jstrachan	saxpath	1	Project Manager
mbelonga	saxpath	0	Developer
proyal	saxpath	1	Project Manager
slehmann	saxpath	0	Developer
werken	saxpath	1	Developer
futuretab	tbreporting	1	No specific role
blkonblk	tbroot	0	Advisor/Mentor/Consultant
netaustin	tbroot	0	Developer
panhead490	tbroot	0	Developer
theodiggers	tbroot	1	Project Manager
hfettig	ogpm	0	Developer
jkring	ogpm	1	Developer
jpdrolet	ogpm	0	No specific role
kshif	ogpm	0	No specific role
labviewer	ogpm	0	No specific role
mballa	ogpm	0	Developer
mikeashe	ogpm	0	No specific role
njkirchner	ogpm	0	Developer
photon_dan	ogpm	0	Developer
pjm_design	ogpm	1	Developer
valiot	ogpm	1	Project Manager
gaselli	saxy-xmlparser	0	Developer
jheinstein	saxy-xmlparser	1	No specific role
stevemcmee	jarinspector	1	No specific role
tobias_hoffmann	jarinspector	0	Developer
swsalan	mysqlmembership	1	No specific role
cupertinomir	unidapt	0	Developer
gfursin	unidapt	1	No specific role
sebpop	unidapt	0	No specific role
ghinkl	jarjunkie	1	No specific role
tfenne	jarjunkie	0	No specific role
ma_reklov	unidbl	1	No specific role
ecocode	tbt	1	All-Hands Person
ict123	vfreeproject	0	Developer
jserrano-neo	vfreeproject	1	No specific role
ofsantana	vfreeproject	0	Developer
peterboehringer	maloney	1	Project Manager
bcesare	ldapdotnetlib	1	No specific role
mbulava	ldapdotnetlib	0	Developer
karlsfre	ldapeclipse	1	No specific role
sptechsys	eci	1	No specific role
chris_schneider	phpautodoc	1	Developer
mdaenzer	phpautodoc	1	Project Manager
smueller	phpautodoc	0	Developer
andyc2	nekohtml	1	No specific role
mguillem	nekohtml	1	Project Manager
najgor	jarminator	1	No specific role
japayne	sb-agssh	1	No specific role
son4r	sb-agssh	0	No specific role
tburgler	tburgler	1	No specific role
soundx	ahf	1	No specific role
okdoc	ogrejuggler	1	Developer
kurifu	vfsmgr	1	No specific role
morriscat	xgroupset	1	No specific role
sammy_rulez	spreadobjects	1	No specific role
st0ke	nelit2e	1	Developer
arekmenner	ifi-picloader	0	Developer
astronouth7303	ifi-picloader	1	Developer
jdong2002	ifi-picloader	0	No specific role
rwaliany	ifi-picloader	1	No specific role
netsuvi	gcb	1	No specific role
knavery	rdbrowse	1	No specific role
odcm	phpawstats	1	Project Manager
terracotta	tc-ehcache	1	No specific role
little_freaky	tc-ipod-plugin	1	No specific role
kazimirov	bcore	1	No specific role
pcoucke	spring-cache	1	No specific role
kostakoko	jarsearchtool	1	No specific role
pdima	quantaplus	1	Developer
smga3000	quantaplus	0	Distributor/Promoter
yshurik	quantaplus	1	Project Manager
tombrus	jarsniffer	1	No specific role
cyphactor	zsrep	1	Developer
jcmdev0	zsrep	0	Developer
wohleb	zsrep	0	Developer
miojio	eclauncher	1	No specific role
yeouda	eclauncher	1	Project Manager
brown_j	jarspy	1	Developer
dwineman	herecast	0	Developer
mdpaciga	herecast	1	No specific role
ac0dr	ecldbtool	1	Developer
abassanezi	xhgtk	0	No specific role
druzus	xhgtk	0	Developer
henemer	xhgtk	0	Developer
jancarlo	xhgtk	0	Developer
marcosgambeta	xhgtk	1	Developer
rodrigo_moreno	xhgtk	1	Developer
sandrorrfreire	xhgtk	1	No specific role
berndspeiser	quantity	1	No specific role
alexportnov	quantitymanager	1	No specific role
elemings	ogs	1	No specific role
iusr	spring-ns	1	Developer
phpbase	phpbase	1	Project Manager
alexis_wilke	unigw	1	No specific role
dooglio2	unigw	1	Developer
adejneka	sbcl	0	All-Hands Person
antifuchs	sbcl	0	All-Hands Person
bdowning	sbcl	0	No specific role
bmastenbrook	sbcl	0	All-Hands Person
crhodes	sbcl	1	All-Hands Person
dan_b	sbcl	0	All-Hands Person
demoss	sbcl	1	All-Hands Person
jsnell	sbcl	1	All-Hands Person
kevinrosenberg	sbcl	0	No specific role
kingnato	sbcl	0	All-Hands Person
kreuter	sbcl	0	All-Hands Person
lisphacker	sbcl	0	All-Hands Person
melisgl	sbcl	0	All-Hands Person
milesegan	sbcl	0	Packager (.rpm, .deb etc)
nfroyd	sbcl	0	All-Hands Person
pfdietz	sbcl	0	Tester
pkhuong	sbcl	0	All-Hands Person
rudi	sbcl	0	All-Hands Person
sa2c	sbcl	0	All-Hands Person
slyrus	sbcl	0	Developer
ths-sf	sbcl	0	All-Hands Person
tkalvas	sbcl	0	All-Hands Person
transit	sbcl	0	Packager (.rpm, .deb etc)
wnewman	sbcl	1	All-Hands Person
r0mi	rdevelopp	1	No specific role
anodos	spring-rich-c	0	Developer
benalex	spring-rich-c	0	Developer
ge0ffrey	spring-rich-c	0	Developer
jdigger	spring-rich-c	0	Developer
jhoskens	spring-rich-c	1	Developer
kdonald	spring-rich-c	1	Developer
kevinstembridge	spring-rich-c	0	Developer
lstreepy	spring-rich-c	1	Developer
mathiasbr	spring-rich-c	0	Developer
mportier	spring-rich-c	0	Developer
ohutchison	spring-rich-c	1	Developer
peterdb	spring-rich-c	0	Developer
scottdelap	spring-rich-c	0	Developer
civphp	nemesisplus	1	Developer
stonyyy	eclideployerftp	1	No specific role
vetalix	unihighlighter	1	No specific role
ervandew	eclim	1	No specific role
balthazore	ogscorp	0	Developer
locvez	ogscorp	1	Developer
gsantinimx	tc65apidevelop	1	Project Manager
ominousminds	ztemplate	1	Project Manager
adamskogman	ldaptemplate	0	Developer
marthursson	ldaptemplate	1	Project Manager
ulsa	ldaptemplate	1	No specific role
xamde	rdf2go	1	No specific role
fwwarr	ywdt	1	No specific role
bcholmes	quantum	0	Developer
carl_manaster	quantum	0	No specific role
isidore_usa	quantum	0	Developer
jhvdven	quantum	0	Developer
jparrai	quantum	1	Project Manager
pondyprem	quantum	0	No specific role
sirkware	quantum	0	Developer
gnudownload	mambolearn	0	Project Manager
pcdoyen	mambolearn	1	Unix Admin
arunarunarun	tcalc	0	Project Manager
peacekeeper	tcalc	0	Tester
univxasm	tcalc	1	All-Hands Person
acraciun	bcuml	1	No specific role
syhaas	jarwizy	1	Developer
lak_	eclipse-bt	1	Developer
paruwo	eclipse-bt	1	Developer
e9925248	bcusdk	1	No specific role
gneug	bcusdk	0	Project Manager
ecrahen	zthread	1	Unix Admin
kaij	sbds	1	No specific role
cassbil	xhtml2gui	1	Developer
joshcode	xhtml2gui	1	Developer
abdennour	ai-standards	0	Developer
ai_giovanni_ia	ai-standards	0	No specific role
alexjc	ai-standards	0	All-Hands Person
arnokamphuis	ai-standards	0	Developer
athomasgoldberg	ai-standards	0	Developer
axelbuendia	ai-standards	0	Developer
axelrod	ai-standards	0	Project Manager
barbalet	ai-standards	0	Developer
bgeisler	ai-standards	0	Project Manager
bimblewooooo	ai-standards	0	Developer
bknafla	ai-standards	0	Project Manager
bmagerko	ai-standards	0	No specific role
brian_schwab	ai-standards	0	Developer
clinares	ai-standards	0	Developer
codemonkey_uk	ai-standards	0	Developer
cwreynolds	ai-standards	0	Developer
dekosser	ai-standards	0	Developer
dposton	ai-standards	0	Developer
drainboy	ai-standards	0	Developer
dsuttles	ai-standards	0	Developer
dustsettles	ai-standards	0	No specific role
ebeeker	ai-standards	0	Developer
ejcoumans	ai-standards	0	Developer
eldon1660	ai-standards	0	Developer
fb-la-i	ai-standards	0	No specific role
fcs2001	ai-standards	0	Developer
funge	ai-standards	0	Developer
gpaull	ai-standards	0	Project Manager
hmunoz	ai-standards	0	Developer
hugo_ai	ai-standards	0	All-Hands Person
jakovo	ai-standards	0	No specific role
jdellaro	ai-standards	0	No specific role
jhancock93	ai-standards	0	Project Manager
jjkelly	ai-standards	0	Project Manager
jjmorrison	ai-standards	0	Developer
john_langford	ai-standards	0	Developer
john-reynolds	ai-standards	0	Developer
jorkin	ai-standards	0	Project Manager
justinhj	ai-standards	0	No specific role
kolenskim	ai-standards	0	No specific role
kudenko	ai-standards	0	Developer
lglover04	ai-standards	0	Developer
linn	ai-standards	0	Developer
martypoulin	ai-standards	0	Project Manager
matbuckland	ai-standards	0	Developer
mchady	ai-standards	0	Developer
meshula	ai-standards	0	Project Manager
mnagaku	ai-standards	0	No specific role
nareyek	ai-standards	1	Project Manager
ncombs	ai-standards	0	Developer
neonai	ai-standards	0	Developer
noelstephens	ai-standards	0	Developer
owlboy	ai-standards	0	No specific role
pbdebyl	ai-standards	0	Developer
philgoetz	ai-standards	0	Developer
prieditis	ai-standards	0	Developer
samcalis	ai-standards	0	Developer
sjabth	ai-standards	0	No specific role
slowlearner	ai-standards	0	Developer
syrusm	ai-standards	0	Developer
tellarin	ai-standards	0	Project Manager
vag_liv	ai-standards	0	No specific role
yapar	ai-standards	0	No specific role
yildirim	ai-standards	0	No specific role
pschoenb	eclipse-cleaner	1	Developer
malversan	carpe	1	No specific role
eford	parameterparser	1	No specific role
shfarr	jasar	1	No specific role
batzenkopp	sbev	0	All-Hands Person
msc_nitram	sbev	1	All-Hands Person
kazmif	springdomains	1	No specific role
gary_kephart	webantrunner	1	No specific role
bantychick	webapp	1	No specific role
q-webapp	webapp	0	Content Management
yourgod	webapp	0	No specific role
nicolaasuni	xhtmltranscoder	1	No specific role
inkredibl	eclipse-ddt	1	No specific role
mangstacular	eclipse-ddt	0	Developer
ruslanas	eclipse-ddt	1	Developer
jeroenvoogt	jasciidammit	1	No specific role
ddossot	eclipse-dws	0	No specific role
zepag	eclipse-dws	1	No specific role
ipreuss	xhtmlunit	1	Developer
johnlink	xhtmlunit	1	No specific role
kojuharo	maml	1	No specific role
nicolaasuni	xhtmlvalidator	1	No specific role
aarendsen	springframework	0	Developer
adrian-colyer	springframework	0	Developer
andypiper	springframework	0	Developer
aseovic	springframework	0	Developer
azhurakousky	springframework	0	Developer
beanie42	springframework	0	Developer
benalex	springframework	0	Developer
bramsmeets	springframework	0	Developer
cbeams	springframework	0	Developer
colins	springframework	1	Developer
costin_leau	springframework	0	Developer
davison	springframework	0	Developer
devijvers	springframework	0	Developer
dkopylenko	springframework	0	Developer
dsyer	springframework	0	Developer
dupuisc	springframework	0	Developer
janm399	springframework	0	Developer
jconstantine	springframework	0	Developer
jeremyg484	springframework	0	Developer
jhoeller	springframework	1	Developer
johnalewis	springframework	0	Developer
johnsonr	springframework	1	Developer
jstrachan	springframework	0	Developer
kdonald	springframework	0	Developer
kktec	springframework	0	Developer
klr8	springframework	0	Developer
lucasward	springframework	0	Developer
luke_t	springframework	0	Developer
macsuibhne	springframework	0	No specific role
mark-fisher	springframework	0	Developer
markpollack	springframework	0	Developer
marthursson	springframework	0	Developer
mpetrashev	springframework	0	Developer
nebhale	springframework	0	Developer
ohutchison	springframework	0	No specific role
portiatung	springframework	0	Developer
poutsma	springframework	0	Developer
ramnivas	springframework	0	Developer
robharrop	springframework	1	Developer
robokaso	springframework	0	No specific role
sbrannen	springframework	0	Developer
scott_andrews	springframework	0	No specific role
slenderslacks	springframework	0	Developer
springboy	springframework	0	No specific role
tjuerge	springframework	0	Developer
trevormarshall	springframework	1	No specific role
trisberg	springframework	0	Developer
ulsa	springframework	0	Developer
wgthom	springframework	0	Developer
wxlund	springframework	0	No specific role
areggiori	rdfstore	1	Developer
dirkx	rdfstore	1	Developer
andijahja	xhuggle	0	Developer
bb75	xhuggle	0	Developer
brianhays	xhuggle	0	Developer
felixhuggle	xhuggle	0	Advisor/Mentor/Consultant
jvbalek	xhuggle	0	Developer
lculik	xhuggle	1	Developer
legless	xhuggle	0	Developer
mws_radwar	xhuggle	1	Project Manager
paultucker	xhuggle	1	Developer
sssant	xhuggle	0	Developer
malizia	gcforcpp	1	No specific role
athlonscripts	hermesweb	0	Developer
avz	hermesweb	0	No specific role
einhverfr	hermesweb	1	Project Manager
farmatyr	hermesweb	0	Developer
gunaaditya	hermesweb	0	Developer
henrycav	hermesweb	0	Tester
jameshoo	hermesweb	0	Developer
martoh	hermesweb	0	Tester
munchkinboy	hermesweb	0	Tester
neptune235	hermesweb	0	Graphic/Other Designer
netdb	hermesweb	0	Developer
qdiggityd	hermesweb	0	Developer
sapman	hermesweb	0	Developer
tallackn	hermesweb	0	Tester
raichonak	keystoremng	1	No specific role
nwalsh	rdftwig	1	No specific role
yonas_jongkind	rdftwig	0	Developer
abfinger	gcgreatcode	1	No specific role
andrearpin	gcgreatcode	1	Developer
bgbarcus	gcgreatcode	1	Project Manager
cbeaudet	gcgreatcode	1	No specific role
gary_ash	gcgreatcode	1	Developer
heiko_folkerts	gcgreatcode	1	Developer
hjmjohnson	gcgreatcode	1	No specific role
oleson	gcgreatcode	1	No specific role
yellowsheep	gcgreatcode	1	Developer
ear1grey	rdfx	1	No specific role
jccq	rdfx	0	Developer
beo	mammoothlibrary	1	Project Manager
mmteam	mammoothlibrary	1	No specific role
droopy-seb	bdayscalendar	1	No specific role
keskin	quark-engine	1	No specific role
ericb	nenie	1	Developer
farnaud	nenie	1	No specific role
ionflux	iftools	1	Project Manager
lelissam	eclipse-gwt	1	No specific role
gvelo	jasf	1	No specific role
llutti	mystix	0	Developer
piotrjura	mystix	1	Project Manager
a_thiele	tce	1	Developer
carnege	tce	0	No specific role
talidat	tce	1	No specific role
alexeypetrenko	eclipse-harmony	1	Developer
gwagenknecht	eclipse-harmony	1	No specific role
pombredanne	eclipse-harmony	1	Project Manager
wayner42	eclipse-harmony	1	No specific role
ajevic	springnet	0	Developer
aseovic	springnet	1	Developer
bbaia	springnet	0	Developer
choyrim	springnet	0	No specific role
chrisdrop	springnet	0	Developer
fspinazzi	springnet	0	Developer
gcaprio	springnet	0	Developer
idlsoft	springnet	0	No specific role
jasongerard	springnet	0	Developer
johnsonr	springnet	0	No specific role
jstrachan	springnet	0	Developer
lahma	springnet	0	Developer
lsusatyo	springnet	0	Developer
markpollack	springnet	1	No specific role
mdumic	springnet	0	Developer
oakinger	springnet	0	No specific role
robharrop	springnet	0	No specific role
springboy	springnet	0	Developer
yazybones	springnet	0	No specific role
hoehrmann	uninorm	1	No specific role
stardogg	parashell	1	No specific role
jwin1	bdbadapter	1	No specific role
cmelendez	vhhd	1	No specific role
kyagrd	bdbplusplus	1	No specific role
amgad_s_youssef	eclipse-jcde	1	No specific role
dhalbrook	springroll	0	Developer
flibuste	springroll	1	Developer
porton	uniparser	1	No specific role
johnwillsons	eclipse-library	1	No specific role
tjuerge	springui	1	No specific role
tjuerge	springui-ext	0	Developer
watkid	springui-ext	1	No specific role
anju_kaul	parc	0	Developer
gklund	parc	0	Developer
jstolle	parc	0	Developer
lakshmi_sv	parc	0	Developer
pmckinstry	parc	1	Project Manager
romerom	parc	0	Developer
vaibhav_ran	parc	0	Developer
venkatprakash	parc	0	Developer
matteo_bertozzi	quartica	1	Project Manager
cenlee	parcels	1	Developer
knmnyn	parcels	1	No specific role
lauaikmi	parcels	1	Developer
vyersta	parcels	1	Developer
cdiggins	heron	1	No specific role
mlybbert	heron	1	Project Manager
michelg	jasm-game	1	No specific role
lhirschy	eclipse-picdt	0	Developer
maihde	eclipse-picdt	1	Project Manager
pineson	eclipse-picdt	0	Developer
legolas558	uniportio	1	All-Hands Person
christianmock	igame3dluas	1	Developer
igame3d	igame3dluas	1	No specific role
mrblog	igame3dluas	1	All-Hands Person
trident	bdffont	1	Project Manager
bimminger	dbc-utilities	0	Developer
carlo9890	dbc-utilities	1	Developer
sascha_hofer	dbc-utilities	1	Developer
bhedrick	quartz	0	No specific role
bonhamcm	quartz	0	Developer
dafyddjames	quartz	0	Developer
jhouse	quartz	1	Developer
mikecurwen	quartz	0	Web Designer
sjambula	quartz	0	Developer
sutter2k	quartz	0	Developer
topping	quartz	0	Developer
albagj	zunit	1	Developer
lalo	zunit	1	Advisor/Mentor/Consultant
mwkuster	zunit	0	Developer
rochael	zunit	1	Developer
lenov	sbo	1	Project Manager
mcourtot	sbo	1	No specific role
njuty	sbo	0	Developer
perkeo	sbo	1	Developer
sunmaster2020	carsovu	1	Developer
hanus	dbcdom	1	No specific role
mangoa01	tcl-cm3	1	No specific role
poleegamm	tcl-cm3	0	No specific role
quadrabyte	tcl-cm3	0	No specific role
fukuzawa	eclipse-solx86	1	No specific role
sjmulder	managedgl	1	No specific role
daisuke_m	eclipse-study	0	Developer
kenchan	eclipse-study	0	Developer
kenichi_taka	eclipse-study	0	Developer
kojihashi	eclipse-study	0	Developer
kompiro	eclipse-study	1	All-Hands Person
yamashiro0217	eclipse-study	0	Developer
ykhr	eclipse-study	0	Developer
dirkhillbrecht	quaterback-jcc	1	No specific role
inkenr	quaterback-jcc	0	No specific role
maicrittmeier	quaterback-jcc	0	Developer
zephyrsoft	quaterback-jcc	0	Developer
dcook32p	unisef	1	No specific role
deerwood	eclipse-tools	0	Developer
linnet	eclipse-tools	1	Developer
pobrien	bdoz	1	No specific role
arithon	neoengine	1	Developer
bsod	neoengine	0	Developer
fluoro	neoengine	1	Project Manager
kmullis	neoengine	0	Developer
knisterpeter	neoengine	1	Project Manager
vibe3d	vibe-engine	1	No specific role
bmarotta	bds2006config	1	No specific role
burzmali	carthag	1	No specific role
dualfusion	phpbbdevs	1	No specific role
jasper-lang	jasper-lang	1	No specific role
lordmyth	mythge	1	Project Manager
acombe	eclipseas	1	No specific role
jcdus	eclipseas	1	Project Manager
leyann	eclipseas	1	Project Manager
margaridaromero	eclipseas	1	Project Manager
sarnold75	tcl-pkg	1	No specific role
dlewin	aiexp	1	No specific role
axonrg	xiki	1	No specific role
tobydonaldson	sprout	1	No specific role
alex_hal9000	gcode	1	No specific role
batyi	hessianpy	1	Developer
zcsizmadia	xilprg	1	Project Manager
ochnygosch	eclipseclassloc	1	No specific role
basck	sprstr	1	No specific role
gballet	rdtracker	1	No specific role
cyrilgodart	ximol	0	Developer
francisandre	ximol	0	No specific role
hfp	ximol	1	Developer
tournois	ximol	1	No specific role
antonywilkins	eclipsecoding	1	All-Hands Person
ayrnieu	manarchive	0	No specific role
bojar	manarchive	1	No specific role
sandius	manarchive	0	No specific role
robr182	neolib	1	Project Manager
mavu	ojama	1	No specific role
dhervieux	sbtools	1	Project Manager
petasis	tclagent	1	No specific role
bklawans	jasperreports	0	Developer
gt78	jasperreports	0	Developer
ionutned	jasperreports	0	Developer
lucianc	jasperreports	1	Developer
peter_p_s	jasperreports	0	Developer
sgwood	jasperreports	0	Developer
shertage	jasperreports	0	Developer
tcloonan	jasperreports	0	Editorial/Content Writer
teodord	jasperreports	1	Project Manager
tvu007007	jasperreports	0	Editorial/Content Writer
macbishop	tclap	1	Developer
mes5k	tclap	1	No specific role
zeekec	tclap	0	Developer
vinodvm	manbuild	1	No specific role
hevi	hevi	1	No specific role
sholder	sbugs	1	No specific role
andreas_kupries	tclapplescript	0	Developer
bdesgraupes	tclapplescript	1	No specific role
das	tclapplescript	1	Project Manager
candera	hex	1	All-Hands Person
tewald	hex	1	All-Hands Person
aselkirk	oje	1	No specific role
dherman	oje	0	No specific role
nicferrier	oje	1	No specific role
perryn	oje	0	No specific role
shiao	oje	0	No specific role
snowy	oje	0	No specific role
wielaard	oje	0	No specific role
rgclan	xinca	1	No specific role
roadkillbunny	tclcanvas	1	Project Manager
duboisvi	ojef	1	No specific role
gayansource	jasperwrapper	1	No specific role
anthonybaxter	fepy	0	No specific role
hex-dump	fepy	0	No specific role
kf7xm	fepy	0	No specific role
mdx2	fepy	0	No specific role
mjfoord	fepy	0	No specific role
sanxiyn	fepy	1	No specific role
seel20	fepy	0	No specific role
wickusmartin	gcomp	1	No specific role
libxc	mancxx	1	No specific role
clockmaker_69	neonate	1	Developer
xycuervo	neonate	0	Support Manager
ishai	unitee	1	Unix Admin
odedblayer	unitee	0	Developer
wenig17	tclcompress	1	No specific role
qualdeveclipse	eclipsedotproj	1	No specific role
horakdan	dbdesign	1	No specific role
arturbac	iglwidget-clx	1	No specific role
mikepb78	zxf	1	No specific role
ajuckel	eclipseejb	1	No specific role
guru_greg	unitest	1	No specific role
evil3	phpbbproject	0	Developer
ganon_king	phpbbproject	0	No specific role
lord_le_brand	phpbbproject	1	Project Manager
spudder	eclipseeng	1	No specific role
brianahr	hexane	1	No specific role
david_biesack	eclipseexeditor	1	No specific role
bsimser	spswrappers	1	No specific role
sorin7486	mandalore	1	No specific role
oubliete	leafs	1	No specific role
cjstehno	eclipsefrills	1	No specific role
fnunnari	xinecanvas	1	No specific role
bzimmer	zxpy	1	Developer
cnclark	zxpy	1	Developer
chaves	eclipsegraphviz	1	No specific role
ceharris414	casclient	1	No specific role
benh57	hexedit	0	Developer
bradman	hexedit	0	Developer
dan_morrow	hexedit	0	Developer
fingolfin	hexedit	0	Project Manager
nickshanks	hexedit	0	Developer
raving	hexedit	1	Project Manager
shadowknight23	hexedit	0	Developer
sieghard	hexedit	0	Developer
tomplus	hexedit	0	Developer
techentin	units	1	Project Manager
fbilhaut	xineo	1	Project Manager
deaded	queried	1	No specific role
invision-	queried	0	Developer
krachyn	queried	0	No specific role
mcrandello	queried	0	Developer
xkr47	queried	0	Developer
ternet	mytm	1	No specific role
nonvolatil	hexeditswt	1	No specific role
brovienas	okcomponents	1	No specific role
browner10	ailoom	1	Project Manager
nonchocoboy	ailoom	0	Developer
tcljava	eclipsejtapi	1	Project Manager
tekhn	hexel	1	No specific role
someonesdad	unitscpp	1	No specific role
alexsisson	gcpi	1	No specific role
hoop33	eclipselaunch	1	No specific role
angra	tclfr	1	No specific role
bazz	tclfr	1	No specific role
darkevil	tclfr	0	No specific role
tst	tclfr	1	No specific role
usander	gcplusplus	1	No specific role
vspader	zycode	1	No specific role
dgil	okernel	1	Project Manager
pive	okernel	1	Developer
krose	eclipselauncher	0	No specific role
membar	eclipselauncher	0	No specific role
scarlson	eclipselauncher	1	No specific role
neora	neora	1	No specific role
tgmg	gcpp	1	No specific role
jonshute	unittest	1	No specific role
steveconlan	unittest	0	Developer
breadcrust	tclgbp	1	No specific role
jaspp	tclgbp	1	Developer
jasonlotito	eclipselib	1	No specific role
voostind	eclipselib	0	No specific role
mphuget	spuds	1	Developer
rheiny	hexered	1	No specific role
cpousset	neorms	1	No specific role
kdhunter	eclipseme	0	Developer
setera	eclipseme	1	Project Manager
akawaka	kgb	1	Developer
egeland	kgb	0	Graphic/Other Designer
inful	kgb	1	Developer
kjetilt	kgb	0	Developer
roho	kgb	0	Developer
burkovsky	mytracker	1	Project Manager
baserose	xingu	1	No specific role
dep4b	xingu	0	Developer
diogosaad	xingu	1	Project Manager
wcaputo	spunit	1	No specific role
passedtime	neosdoc	0	Developer
reardentech	neosdoc	0	Web Designer
rlundy	neosdoc	1	Project Manager
dhimelright	querylite	1	No specific role
alsemm	ferry	1	Developer
hirbel	xinity	0	No specific role
knubbel	xinity	1	Developer
martinka	xinity	1	No specific role
csmith	gcsf	1	No specific role
lclement	gcsf	0	Developer
luoyuan	gcsf	0	Developer
mada_jlu	gcsf	0	No specific role
stevemock	gcsf	0	No specific role
wilfredli	gcsf	0	Developer
xwei	gcsf	1	Developer
yaoguang	gcsf	0	Developer
zding	gcsf	1	Project Manager
zhuyifan	gcsf	0	Developer
jgarrison	tclimage	1	No specific role
atoku	parseconflib	1	No specific role
mrbbc	univerc	1	All-Hands Person
sachinspc1	univerc	0	Developer
bacco77	jatclib	0	Developer
matrix--	jatclib	1	Developer
bluefoxicy	readahead-ng	1	No specific role
alexgirao	gcslib	1	No specific role
michelazevedo	gcslib	1	Developer
nicholasamorim	gcslib	1	Project Manager
kraney	tclish	1	No specific role
marhar	tclish	1	No specific role
mmclennan	tclish	1	No specific role
pfeiffer	okopo	1	No specific role
eburnette	eclipsepowered	1	No specific role
adrianogf	scacad	1	Developer
junyoshitake	scacad	0	Developer
pqpsoft	scacad	1	Developer
cruanyes	quesa	1	Developer
grantd	quesa	1	Developer
jstrout	quesa	1	Developer
jwwalker	quesa	1	Developer
kartifice	quesa	1	Developer
roger_holmes	quesa	1	Developer
rer	neoview	1	No specific role
aldettmer	dbexpressplus	1	Developer
bsstmiller	dbexpressplus	1	Project Manager
gamester17	xinstall	1	No specific role
prodi	xinstall	0	Developer
seanccarroll	xinstall	0	Web Designer
shadow_mx	xinstall	0	Tester
xero2004	xinstall	0	Analysis / Design
omnium	hextool	1	No specific role
martinlemburg	tclmapi	1	No specific role
underdog	beancomponents	1	No specific role
acme	parseperl	0	Developer
adamkennedy	parseperl	1	No specific role
aragorn	parseperl	0	Developer
autrijus	parseperl	0	Developer
broquaint	parseperl	0	Developer
bynari	parseperl	0	Developer
chrisdolan	parseperl	0	No specific role
claesjac	parseperl	0	Developer
coral	parseperl	0	Developer
drforrester	parseperl	0	Developer
miyagawa-t	parseperl	0	Developer
schoenborno	mango-ptr	1	No specific role
andresg	jatisat	0	Developer
dnielben	jatisat	1	No specific role
fmontes	jatisat	0	Developer
jgonzal	jatisat	0	Developer
mriveros	jatisat	0	Developer
jineshkj	parser	1	Project Manager
ntubski	parser	0	Developer
nikgus	casilda	1	No specific role
uid5731	eclipsescala	1	No specific role
peterbecker	beandb	1	Project Manager
shadow_firebird	hey-pling	1	No specific role
tcljava	eclipseservices	1	No specific role
cjgarmar	gcweb	1	No specific role
rschoening	beanfactory	1	No specific role
admorgan	eclipsesql	1	Project Manager
ammouna	eclipsesql	0	Developer
cpplus	eclipsesql	0	Developer
dreween	eclipsesql	0	Developer
dvanherbergen	eclipsesql	1	Project Manager
golfosanjorge	eclipsesql	0	Developer
linlei99	eclipsesql	0	Developer
mobigeek	eclipsesql	0	Developer
pavanm	eclipsesql	0	Developer
pdmef	eclipsesql	0	Developer
raykroeker	eclipsesql	0	Developer
senoctar	eclipsesql	0	Developer
spackers	eclipsesql	1	Developer
tioroy	eclipsesql	0	Developer
toniez	eclipsesql	0	Developer
utdrew	eclipsesql	0	Developer
v_e_c_t_o_r	eclipsesql	0	No specific role
wvernaillen	eclipsesql	1	Developer
yossi_zend	eclipsesql	1	Project Manager
exgerhardr	tclodbc	1	No specific role
hobbs	tclodbc	1	No specific role
rnurmi	tclodbc	1	All-Hands Person
fulnecky	eclipsesrs	1	No specific role
skarab24	kgine	1	All-Hands Person
edsonto	gczeus	0	Developer
evbasso	gczeus	1	No specific role
rjdsilv	gczeus	0	Developer
chiabai	kgis	1	No specific role
taresto	eclipsestarter	1	No specific role
darxkies	gd-sharp	1	No specific role
mgineer1	scal-2	1	No specific role
czonsius	zzoss	1	Project Manager
jbreit	zzoss	0	Developer
ordnas	zzoss	1	Project Manager
inolik	hfc4net	1	No specific role
neocarton	myvarmng	1	No specific role
dkfn	eclipsetidy	1	No specific role
pbaumard	eclipsetidy	1	Project Manager
figjam68	gda	0	Developer
headhunter_mdk	gda	1	Project Manager
tpecorella	nepsing	1	Project Manager
zaak	parsnip	1	No specific role
brassfire	questnuke	1	No specific role
gronagor	questnuke	0	Developer
bok	neptune	1	No specific role
viergroupie	parsnip-parser	1	No specific role
anhood	spyderontheweb	1	Project Manager
ineo	spyderontheweb	1	No specific role
erik_van_zijst	beanlet	1	No specific role
zantvoort	beanlet	1	No specific role
comradehm	zztpp	0	Developer
